topic,chinese,japanese,indonesian
安全防护设置,排查Bucket相关故障时，应优先检查安全防护设置和安全防护。,バケット関連の障害を調査する場合、セキュリティ保護設定とセキュリティ保護を優先的に確認すべきです。,"Saat memecahkan masalah terkait Bucket, sebaiknya periksa pengaturan perlindungan keamanan dan perlindungan keamanan terlebih dahulu."
API接口调用,在实例场景下，使用API接口调用可以有效提升资源调度效率。,インスタンスのシナリオでは、API呼び出しを使用することでリソーススケジューリング効率を効果的に向上させることができます。,"Dalam skenario instance, penggunaan pemanggilan API dapat meningkatkan efisiensi penjadwalan sumber daya secara efektif."
安全防护设置,排查分布式存储相关故障时，应优先检查安全防护设置和资源调度。,分散ストレージ関連の障害を調査する場合、セキュリティ保護設定とリソーススケジューリングを優先的に確認すべきです。,"Saat memecahkan masalah terkait penyimpanan terdistribusi, sebaiknya periksa pengaturan perlindungan keamanan dan penjadwalan sumber daya terlebih dahulu."
云服务器操作,镜像是云服务器操作中的核心组件，用于实现安全防护功能。,イメージはクラウドサーバー操作のコアコンポーネントであり、セキュリティ保護機能を実現するために使用されます。,gambar adalah komponen inti dalam operasi server cloud yang digunakan untuk mengimplementasikan fungsi perlindungan keamanan.
云服务器操作,通过快照接口，可以实现云服务器操作的数据存储操作。,スナップショットインターフェースを介して、クラウドサーバー操作のデータストレージ操作を実現することができます。,"Melalui antarmuka snapshot, dapat mengimplementasikan operasi operasi server cloud pada penyimpanan data."
数据库运维,索引优化是数据库运维中的核心组件，用于实现资源调度功能。,インデックス最適化はデータベース運用保守のコアコンポーネントであり、リソーススケジューリング機能を実現するために使用されます。,optimasi indeks adalah komponen inti dalam operasional database yang digunakan untuk mengimplementasikan fungsi penjadwalan sumber daya.
负载均衡配置,Object的优势在于负载均衡配置，相比传统方式可降低故障恢复成本。,オブジェクトの利点はロードバランサー設定にあり、従来の方法に比べて障害復旧コストを削減できます。,"Kelebihan Objek terletak pada konfigurasi load balancing, yang dapat mengurangi biaya pemulihan kesalahan dibandingkan metode tradisional."
监控告警配置,弹性计算支持监控告警配置和故障恢复两种模式，满足不同业务需求。,弾性コンピューティングは監視アラート設定と障害復旧の2つのモードをサポートし、異なる業務ニーズを満たします。,"komputasi elastis mendukung dua mode yaitu konfigurasi pemantauan alarm dan pemulihan kesalahan, memenuhi kebutuhan bisnis yang berbeda."
监控告警配置,部署镜像前，需先完成监控告警配置和故障恢复的准备工作。,イメージをデプロイする前に、監視アラート設定と障害復旧の準備作業を完了する必要があります。,"Sebelum menyebarkan gambar, perlu menyelesaikan persiapan konfigurasi pemantauan alarm dan pemulihan kesalahan terlebih dahulu."
对象存储使用,部署Object前，需先完成对象存储使用和批量处理的准备工作。,オブジェクトをデプロイする前に、オブジェクトストレージ使用とバッチ処理の準備作業を完了する必要があります。,"Sebelum menyebarkan Objek, perlu menyelesaikan persiapan penggunaan object storage dan pemrosesan batch terlebih dahulu."
API接口调用,通过实例接口，可以实现API接口调用的性能监控操作。,インスタンスインターフェースを介して、API呼び出しのパフォーマンス監視操作を実現することができます。,"Melalui antarmuka instance, dapat mengimplementasikan operasi pemanggilan API pada pemantauan kinerja."
负载均衡配置,Docker支持负载均衡配置和安全防护两种模式，满足不同业务需求。,ドッカーはロードバランサー設定とセキュリティ保護の2つのモードをサポートし、異なる業務ニーズを満たします。,"Docker mendukung dua mode yaitu konfigurasi load balancing dan perlindungan keamanan, memenuhi kebutuhan bisnis yang berbeda."
容器服务部署,Docker的优势在于容器服务部署，相比传统方式可降低安全防护成本。,ドッカーの利点はコンテナサービスデプロイにあり、従来の方法に比べてセキュリティ保護コストを削減できます。,"Kelebihan Docker terletak pada deployment layanan kontainer, yang dapat mengurangi biaya perlindungan keamanan dibandingkan metode tradisional."
故障排查指南,配置安全组时，需要注意故障排查指南和故障恢复的兼容性。,セキュリティグループを設定する場合、トラブルシューティングガイドと障害復旧の互換性に注意する必要があります。,"Saat mengkonfigurasi grup keamanan, perlu diperhatikan kompatibilitas antara panduan pemecahan masalah dan pemulihan kesalahan."
监控告警配置,Kubernetes的优势在于监控告警配置，相比传统方式可降低数据存储成本。,クバネテスの利点は監視アラート設定にあり、従来の方法に比べてデータストレージコストを削減できます。,"Kelebihan Kubernetes terletak pada konfigurasi pemantauan alarm, yang dapat mengurangi biaya penyimpanan data dibandingkan metode tradisional."
云计算基础,虚拟化的优势在于云计算基础，相比传统方式可降低批量处理成本。,仮想化の利点はクラウドコンピューティング基礎にあり、従来の方法に比べてバッチ処理コストを削減できます。,"Kelebihan virtualisasi terletak pada dasar komputasi awan, yang dapat mengurangi biaya pemrosesan batch dibandingkan metode tradisional."
负载均衡配置,优化镜像的性能，需要调整负载均衡配置和资源调度参数。,イメージのパフォーマンスを最適化するには、ロードバランサー設定とリソーススケジューリングパラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja gambar, perlu menyesuaikan parameter konfigurasi load balancing dan penjadwalan sumber daya."
云计算基础,排查节点相关故障时，应优先检查云计算基础和性能监控。,ノード関連の障害を調査する場合、クラウドコンピューティング基礎とパフォーマンス監視を優先的に確認すべきです。,"Saat memecahkan masalah terkait node, sebaiknya periksa dasar komputasi awan dan pemantauan kinerja terlebih dahulu."
